date,shift,feed_fe_pct,feed_sio2_pct,feed_al2o3_pct,feed_loi_pct,minus_10micron_pct,minus_45micron_pct,minus_150micron_pct,concentrate_fe_pct,concentrate_sio2_pct
2025-11-27,B,55.68601398601399,9.69,3.83,4.51,10.00133190671126,44.90649079977032,96.0,61.64335664335665,6.18
2025-11-27,C,55.98041958041959,9.72,4.24,4.16,10.00133190671126,44.90649079977032,96.0,60.72727272727273,6.71
2025-11-28,A,55.77342657342658,9.25,4.57,4.41,11.99382708857919,45.58258825861272,93.66666666666667,61.08461538461539,6.79
2025-11-28,B,55.38041958041958,9.56,4.29,4.51,11.99382708857919,45.58258825861272,93.66666666666667,60.71328671328672,6.55
2025-11-28,C,55.5895104895105,9.79,4.16,4.2,11.99382708857919,45.58258825861272,93.66666666666667,60.11188811188812,6.92
2025-11-29,A,54.39090909090909,10.51,4.6,4.65,11.41963304045387,47.88289190240772,93.66666666666667,61.6006993006993,5.57
2025-11-29,B,55.80839160839162,9.79,4.81,3.96,11.41963304045387,47.88289190240772,93.66666666666667,61.09090909090909,6.29
2025-11-29,C,53.88391608391609,11.52,4.92,4.26,11.41963304045387,47.88289190240772,93.66666666666667,61.74335664335665,5.75
2025-11-30,A,55.70139860139861,10.98,3.87,3.92,9.570214358332004,49.77592643413438,95.0,63.27762237762239,5.1
2025-11-30,B,55.79580419580421,9.77,4.58,4.54,9.570214358332004,49.77592643413438,95.0,61.01048951048951,7.09
2025-11-30,C,53.92377622377623,10.12,5.72,5.35,9.570214358332004,49.77592643413438,95.0,60.45524475524476,7.21
